user_id,item_id,item_type,action,rating_score,time_spent_seconds,device,difficulty_level,tags,timestamp,course_category,course_level,course_topic
U0165,I0134,quiz,viewed,,742,mobile,hard,Electronics,2025-10-06 09:56:54,Robotics,Intermediate,Kinematics and Dynamics
U0080,I0141,assignment,completed,1.0,1612,mobile,easy,AI,2025-06-18 22:36:06,AI,Basic,Introduction to AI Concepts
U0025,I0077,quiz,viewed,,488,mobile,medium,Robotics,2025-07-18 11:54:54,Statistics,Intermediate,Probability Distributions
U0042,I0051,assignment,viewed,,1040,web,hard,Robotics,2025-06-28 15:26:00,Math,Basic,Algebra Fundamentals
U0066,I0049,quiz,attempted,1.0,272,web,hard,Data Science,2025-10-18 13:57:37,AI,Intermediate,Neural Networks Basics
U0148,I0097,quiz,viewed,,1726,mobile,hard,Electronics,2025-03-24 23:27:36,Electronics,Intermediate,Microcontrollers and Programming
U0015,I0002,reading,attempted,2.0,1560,web,easy,Robotics,2025-09-18 20:56:37,AI,Intermediate,Machine Learning Algorithms
U0020,I0129,assignment,started,,1031,mobile,easy,Math,2025-10-15 09:08:53,Python,Basic,Variables and Data Types
U0102,I0081,reading,attempted,4.0,1917,mobile,medium,Robotics,2025-02-03 13:58:56,Python,Basic,Variables and Data Types
U0104,I0130,quiz,completed,2.0,1049,mobile,medium,Robotics,2025-02-26 15:23:08,AI,Intermediate,Neural Networks Basics
U0015,I0051,video,viewed,,525,web,easy,Electronics,2025-11-23 02:33:27,Python,Basic,Variables and Data Types
U0156,I0011,quiz,viewed,,1317,web,easy,Robotics,2025-05-30 14:22:17,Statistics,Basic,Descriptive Statistics
U0170,I0037,course,completed,1.0,570,web,hard,Robotics,2025-10-25 20:20:38,Statistics,Intermediate,Hypothesis Testing
U0095,I0060,reading,viewed,,1869,web,hard,Math,2025-07-19 12:39:52,Python,Basic,Variables and Data Types
U0040,I0011,video,viewed,,331,mobile,easy,AI,2025-07-12 05:45:19,AI,Basic,Introduction to AI Concepts
U0014,I0031,video,completed,5.0,697,mobile,medium,Data Science,2025-09-15 00:56:47,AI,Intermediate,Neural Networks Basics
U0151,I0081,course,skipped,,0,mobile,medium,Data Science,2025-08-07 11:33:21,Electronics,Basic,Basic Circuit Components
U0189,I0002,course,skipped,,0,mobile,easy,Statistics,2025-09-05 22:22:58,AI,Intermediate,Neural Networks Basics
U0172,I0002,reading,skipped,,0,mobile,hard,Data Science,2025-07-07 14:22:48,Python,Basic,Introduction to Python
U0098,I0024,course,attempted,4.0,1394,web,hard,Robotics,2025-07-10 15:56:52,Electronics,Basic,Basic Circuit Components
U0132,I0120,reading,skipped,,0,web,medium,Electronics,2025-09-21 11:16:37,Robotics,Basic,Introduction to Robotics
U0037,I0080,course,skipped,,0,web,easy,AI,2025-06-20 19:07:59,Python,Basic,Variables and Data Types
U0081,I0150,video,completed,2.0,1688,web,easy,Electronics,2025-11-12 09:00:49,Statistics,Basic,Descriptive Statistics
U0133,I0064,assignment,completed,1.0,507,mobile,hard,Robotics,2025-11-29 08:27:18,AI,Intermediate,Neural Networks Basics
U0096,I0029,course,skipped,,0,mobile,hard,Electronics,2025-07-18 17:02:05,Electronics,Intermediate,Microcontrollers and Programming
U0172,I0039,course,viewed,,961,mobile,hard,Electronics,2025-01-17 01:45:36,Python,Basic,Variables and Data Types
U0094,I0060,reading,attempted,2.0,1308,mobile,hard,Statistics,2025-04-29 07:36:06,AI,Intermediate,Neural Networks Basics
U0087,I0019,reading,started,,1911,mobile,medium,Data Science,2025-10-18 19:36:36,AI,Basic,Introduction to AI Concepts
U0053,I0082,reading,viewed,,165,web,easy,Robotics,2025-03-15 00:37:55,Math,Basic,Number Systems and Arithmetic
U0185,I0147,assignment,skipped,,0,mobile,easy,Data Science,2025-03-05 19:10:19,Python,Basic,Introduction to Python
U0045,I0043,course,completed,2.0,1920,mobile,easy,Electronics,2025-10-11 09:04:55,Python,Basic,Control Flow and Loops
U0166,I0065,reading,skipped,,0,mobile,easy,Python,2025-10-29 04:55:18,Robotics,Intermediate,Control Systems
U0025,I0095,reading,viewed,,925,mobile,medium,AI,2025-11-09 07:05:40,Robotics,Intermediate,Kinematics and Dynamics
U0158,I0058,quiz,skipped,,0,web,medium,Electronics,2025-10-24 21:54:35,AI,Intermediate,Machine Learning Algorithms
U0152,I0055,quiz,completed,5.0,794,mobile,easy,AI,2025-08-13 07:19:55,Electronics,Basic,Basic Circuit Components
U0197,I0130,quiz,skipped,,0,mobile,easy,Math,2025-07-14 19:01:18,AI,Basic,Introduction to AI Concepts
U0135,I0032,reading,attempted,2.0,1579,web,hard,Python,2025-01-20 07:40:20,Python,Basic,Control Flow and Loops
U0155,I0027,reading,attempted,3.0,593,mobile,hard,Python,2025-10-29 07:43:47,Statistics,Intermediate,Hypothesis Testing
U0071,I0002,reading,viewed,,503,web,hard,Math,2025-02-14 12:35:03,Electronics,Intermediate,Microcontrollers and Programming
U0107,I0030,video,skipped,,0,web,hard,Math,2025-03-26 02:15:26,Statistics,Intermediate,Hypothesis Testing
U0160,I0058,video,skipped,,0,mobile,medium,Robotics,2025-03-11 15:10:44,Math,Intermediate,Linear Algebra
U0100,I0016,assignment,skipped,,0,web,medium,Python,2025-02-24 15:11:43,Robotics,Intermediate,Kinematics and Dynamics
U0195,I0085,assignment,skipped,,0,mobile,hard,AI,2025-02-21 01:58:13,Math,Basic,Algebra Fundamentals
U0086,I0137,quiz,attempted,5.0,160,web,easy,Statistics,2025-06-08 14:57:52,Statistics,Intermediate,Hypothesis Testing
U0042,I0094,video,completed,5.0,1961,mobile,medium,Math,2025-03-07 15:32:36,Robotics,Intermediate,Control Systems
U0017,I0148,assignment,skipped,,0,mobile,medium,Robotics,2025-06-11 17:13:04,Math,Intermediate,Linear Algebra
U0200,I0039,course,attempted,1.0,539,mobile,easy,Statistics,2025-03-14 11:31:03,Python,Basic,Control Flow and Loops
U0163,I0150,quiz,started,,1623,mobile,easy,AI,2025-01-17 08:09:50,Robotics,Intermediate,Kinematics and Dynamics
U0044,I0011,quiz,completed,3.0,1490,mobile,medium,Data Science,2025-01-22 19:47:32,Statistics,Intermediate,Hypothesis Testing
U0046,I0061,reading,attempted,5.0,1170,mobile,medium,Electronics,2025-10-11 01:37:38,Math,Basic,Algebra Fundamentals
U0106,I0137,course,viewed,,426,mobile,medium,Math,2025-05-29 08:03:04,Electronics,Intermediate,Digital Electronics
U0039,I0104,assignment,completed,4.0,1651,web,hard,Electronics,2025-07-25 16:28:35,Robotics,Intermediate,Kinematics and Dynamics
U0094,I0038,course,skipped,,0,mobile,hard,Statistics,2025-03-03 09:42:30,Python,Basic,Introduction to Python
U0165,I0035,quiz,skipped,,0,mobile,easy,AI,2025-12-05 05:23:49,AI,Basic,Introduction to AI Concepts
U0006,I0119,assignment,attempted,4.0,1951,mobile,easy,Electronics,2025-01-09 14:18:38,Math,Basic,Algebra Fundamentals
U0049,I0078,reading,skipped,,0,web,hard,Python,2025-05-15 00:09:18,Python,Basic,Introduction to Python
U0057,I0027,course,attempted,5.0,822,web,easy,Math,2025-04-20 18:46:21,Robotics,Basic,Introduction to Robotics
U0059,I0063,quiz,completed,4.0,99,web,hard,AI,2025-03-03 18:37:05,Math,Basic,Number Systems and Arithmetic
U0054,I0083,video,skipped,,0,web,easy,Robotics,2025-11-29 03:58:26,AI,Intermediate,Machine Learning Algorithms
U0117,I0106,quiz,started,,1472,mobile,hard,AI,2025-04-06 03:16:17,AI,Basic,Introduction to AI Concepts
U0057,I0115,assignment,skipped,,0,web,easy,Electronics,2025-06-01 22:16:14,Python,Basic,Control Flow and Loops
U0112,I0070,video,viewed,,1302,web,easy,AI,2025-11-15 01:40:32,Robotics,Basic,Introduction to Robotics
U0021,I0115,quiz,attempted,4.0,192,web,hard,AI,2025-05-12 19:18:59,Statistics,Intermediate,Hypothesis Testing
U0141,I0123,quiz,attempted,2.0,1445,web,medium,Data Science,2025-05-06 13:10:19,Python,Basic,Introduction to Python
U0061,I0015,reading,viewed,,453,web,easy,Data Science,2025-05-13 07:49:02,Python,Basic,Control Flow and Loops
U0120,I0138,course,skipped,,0,web,hard,Robotics,2025-01-25 15:56:13,Robotics,Intermediate,Kinematics and Dynamics
U0108,I0114,video,attempted,2.0,762,mobile,hard,Robotics,2025-03-27 20:10:52,Math,Intermediate,Linear Algebra
U0013,I0076,quiz,skipped,,0,mobile,easy,AI,2025-07-20 15:33:17,Math,Basic,Algebra Fundamentals
U0111,I0104,course,viewed,,1847,web,easy,AI,2025-02-07 18:07:17,Electronics,Intermediate,Digital Electronics
U0009,I0134,course,viewed,,1511,mobile,easy,Statistics,2025-06-30 15:41:12,Python,Basic,Variables and Data Types
U0104,I0019,assignment,completed,1.0,668,web,hard,Python,2025-10-14 08:46:17,Python,Basic,Variables and Data Types
U0181,I0031,course,completed,1.0,745,mobile,hard,Python,2025-01-24 04:30:35,Python,Basic,Introduction to Python
U0197,I0135,quiz,attempted,1.0,728,mobile,easy,Electronics,2025-04-21 22:59:40,Python,Basic,Variables and Data Types
U0137,I0115,course,completed,4.0,1056,mobile,easy,Math,2025-11-17 00:14:58,Python,Basic,Variables and Data Types
U0001,I0034,quiz,attempted,2.0,1944,web,hard,Statistics,2025-10-28 12:43:06,Robotics,Basic,Introduction to Robotics
U0197,I0130,assignment,viewed,,1547,web,medium,Data Science,2025-07-02 08:13:55,Electronics,Intermediate,Microcontrollers and Programming
U0112,I0129,reading,completed,3.0,1094,mobile,easy,Electronics,2025-08-30 11:48:03,Python,Basic,Variables and Data Types
U0180,I0149,video,completed,1.0,556,web,medium,Electronics,2025-06-28 09:52:35,Robotics,Basic,Introduction to Robotics
U0073,I0114,quiz,completed,4.0,780,mobile,hard,Electronics,2025-10-10 17:39:37,Math,Intermediate,Linear Algebra
U0127,I0058,course,attempted,3.0,1256,web,hard,AI,2025-06-27 17:36:43,AI,Intermediate,Machine Learning Algorithms
U0060,I0017,assignment,attempted,3.0,311,web,hard,AI,2025-10-10 02:04:18,Statistics,Intermediate,Hypothesis Testing
U0126,I0002,quiz,attempted,2.0,1305,mobile,hard,Python,2025-01-22 18:41:57,Math,Basic,Algebra Fundamentals
U0157,I0089,quiz,completed,5.0,1140,web,easy,Robotics,2025-09-04 16:32:18,Robotics,Basic,Introduction to Robotics
U0165,I0135,video,skipped,,0,web,easy,Math,2025-03-19 06:57:52,Electronics,Intermediate,Digital Electronics
U0005,I0119,course,viewed,,1812,web,hard,Electronics,2025-08-04 23:42:00,AI,Intermediate,Machine Learning Algorithms
U0097,I0058,assignment,skipped,,0,mobile,hard,Data Science,2025-01-19 16:59:06,Statistics,Intermediate,Probability Distributions
U0172,I0047,quiz,started,,1350,mobile,easy,Data Science,2025-12-11 05:40:23,Statistics,Intermediate,Hypothesis Testing
U0181,I0148,video,skipped,,0,mobile,hard,Math,2025-12-02 02:03:35,Robotics,Intermediate,Control Systems
U0001,I0062,assignment,completed,3.0,1084,web,medium,Python,2025-02-08 01:28:54,Statistics,Intermediate,Probability Distributions
U0047,I0015,quiz,started,,1571,web,easy,Electronics,2025-09-24 21:05:50,Robotics,Basic,Introduction to Robotics
U0056,I0071,reading,started,,1568,web,medium,Statistics,2025-06-28 23:55:44,Robotics,Intermediate,Control Systems
U0001,I0114,video,skipped,,0,web,medium,Python,2025-11-29 01:23:42,Python,Basic,Control Flow and Loops
U0081,I0076,course,completed,1.0,857,web,hard,Robotics,2025-01-29 13:21:22,Python,Basic,Control Flow and Loops
U0126,I0084,reading,skipped,,0,web,hard,Electronics,2025-12-04 15:23:51,Python,Basic,Variables and Data Types
U0133,I0006,video,viewed,,1650,web,hard,Statistics,2025-05-21 16:40:51,Robotics,Basic,Introduction to Robotics
U0038,I0084,reading,attempted,2.0,1242,mobile,easy,Statistics,2025-04-16 00:04:38,AI,Basic,Introduction to AI Concepts
U0022,I0047,course,started,,1373,mobile,hard,Data Science,2025-06-10 14:00:32,Electronics,Intermediate,Digital Electronics
U0127,I0103,video,started,,1537,mobile,easy,Statistics,2025-05-02 11:51:27,AI,Basic,Introduction to AI Concepts
U0035,I0145,video,started,,458,mobile,easy,Statistics,2025-01-15 07:52:28,Math,Basic,Algebra Fundamentals
U0016,I0044,reading,started,,651,mobile,hard,Math,2025-01-27 19:54:55,Robotics,Basic,Introduction to Robotics
U0066,I0125,video,skipped,,0,mobile,easy,AI,2025-02-20 18:22:43,Python,Basic,Introduction to Python
U0086,I0026,course,attempted,3.0,1843,web,hard,AI,2025-06-14 07:14:06,Robotics,Intermediate,Control Systems
U0026,I0046,reading,viewed,,155,web,hard,Robotics,2025-04-21 20:38:19,Python,Basic,Control Flow and Loops
U0180,I0023,reading,skipped,,0,web,easy,Data Science,2025-08-12 20:12:32,AI,Basic,Introduction to AI Concepts
U0031,I0005,quiz,attempted,4.0,189,mobile,medium,Data Science,2025-08-31 01:34:21,Python,Basic,Control Flow and Loops
U0054,I0132,course,started,,941,web,easy,Math,2025-05-09 00:24:32,Python,Basic,Variables and Data Types
U0174,I0059,course,started,,223,web,medium,Statistics,2025-05-23 00:41:05,AI,Basic,Introduction to AI Concepts
U0039,I0038,assignment,skipped,,0,mobile,medium,Statistics,2025-11-19 09:33:25,Math,Basic,Number Systems and Arithmetic
U0184,I0062,reading,attempted,4.0,658,web,medium,AI,2025-02-05 14:38:35,AI,Basic,Introduction to AI Concepts
U0156,I0056,quiz,skipped,,0,mobile,easy,Statistics,2025-03-07 05:27:47,Statistics,Basic,Descriptive Statistics
U0162,I0048,video,viewed,,1563,web,hard,Math,2025-09-26 21:20:21,Python,Basic,Control Flow and Loops
U0056,I0012,quiz,skipped,,0,mobile,medium,Python,2025-04-07 06:00:51,AI,Intermediate,Neural Networks Basics
U0004,I0084,video,viewed,,453,web,medium,AI,2025-04-28 16:38:18,Python,Basic,Introduction to Python
U0094,I0027,video,attempted,5.0,1892,mobile,hard,Robotics,2025-07-07 08:22:08,Statistics,Intermediate,Probability Distributions
U0085,I0007,course,completed,2.0,1185,web,easy,Robotics,2025-07-23 03:16:33,Statistics,Intermediate,Hypothesis Testing
U0162,I0120,video,attempted,5.0,1520,mobile,hard,Electronics,2025-06-30 22:33:46,Electronics,Basic,Basic Circuit Components
U0144,I0010,assignment,completed,1.0,1874,web,easy,Electronics,2025-06-07 13:20:34,Robotics,Basic,Introduction to Robotics
U0014,I0039,video,attempted,4.0,800,web,medium,Electronics,2025-04-15 13:52:52,AI,Intermediate,Machine Learning Algorithms
U0057,I0057,reading,skipped,,0,web,hard,Electronics,2025-07-02 01:33:01,Math,Basic,Algebra Fundamentals
U0034,I0026,video,skipped,,0,web,easy,Data Science,2025-04-18 20:04:31,Python,Basic,Variables and Data Types
U0158,I0010,quiz,skipped,,0,mobile,hard,AI,2025-02-06 23:09:17,Electronics,Basic,Basic Circuit Components
U0163,I0008,reading,attempted,1.0,1563,mobile,medium,AI,2025-08-15 09:07:30,Python,Basic,Variables and Data Types
U0185,I0124,quiz,viewed,,1540,web,medium,Python,2025-06-05 00:11:51,AI,Basic,Introduction to AI Concepts
U0114,I0069,quiz,started,,731,web,hard,Python,2025-04-04 21:59:12,Statistics,Basic,Descriptive Statistics
U0033,I0119,reading,skipped,,0,web,hard,AI,2025-10-21 04:26:10,Math,Basic,Number Systems and Arithmetic
U0121,I0004,quiz,viewed,,1656,mobile,hard,Python,2025-06-22 11:48:43,Electronics,Intermediate,Microcontrollers and Programming
U0025,I0030,quiz,skipped,,0,mobile,hard,AI,2025-09-08 06:08:33,Robotics,Intermediate,Kinematics and Dynamics
U0154,I0103,quiz,viewed,,1402,mobile,medium,Data Science,2025-02-04 18:49:14,AI,Intermediate,Machine Learning Algorithms
U0137,I0133,reading,started,,1475,web,medium,Electronics,2025-11-13 08:02:09,Math,Basic,Number Systems and Arithmetic
U0041,I0111,assignment,attempted,3.0,613,mobile,easy,Math,2025-05-17 09:33:45,Math,Basic,Number Systems and Arithmetic
U0135,I0012,quiz,attempted,3.0,120,web,easy,Python,2025-01-27 04:39:19,AI,Intermediate,Neural Networks Basics
U0076,I0080,video,skipped,,0,web,easy,Robotics,2025-11-05 18:26:42,Electronics,Intermediate,Microcontrollers and Programming
U0148,I0028,quiz,completed,1.0,1336,mobile,easy,Math,2025-11-10 02:39:53,Electronics,Basic,Basic Circuit Components
U0075,I0110,reading,started,,413,web,medium,AI,2025-03-25 10:21:02,Python,Basic,Introduction to Python
U0156,I0093,quiz,skipped,,0,mobile,easy,Data Science,2025-02-05 14:32:32,Statistics,Intermediate,Probability Distributions
U0068,I0139,course,attempted,4.0,498,web,easy,Math,2025-01-12 19:22:58,Robotics,Basic,Introduction to Robotics
U0074,I0093,video,completed,4.0,1646,mobile,hard,Electronics,2025-12-09 23:59:49,Electronics,Basic,Basic Circuit Components
U0140,I0053,quiz,started,,1790,web,medium,Statistics,2025-09-10 16:21:39,Statistics,Intermediate,Hypothesis Testing
U0024,I0009,assignment,completed,3.0,158,mobile,medium,AI,2025-02-04 20:55:43,Statistics,Intermediate,Hypothesis Testing
U0199,I0008,video,completed,3.0,68,web,easy,Robotics,2025-07-20 22:43:36,Python,Basic,Introduction to Python
U0020,I0013,course,started,,1428,web,easy,Statistics,2025-04-27 20:56:59,Robotics,Basic,Introduction to Robotics
U0165,I0064,course,completed,5.0,1991,web,medium,AI,2025-09-27 18:52:39,Python,Basic,Control Flow and Loops
U0073,I0058,reading,attempted,2.0,494,mobile,medium,Python,2025-01-03 09:13:02,Electronics,Intermediate,Microcontrollers and Programming
U0019,I0039,course,skipped,,0,mobile,easy,Electronics,2025-06-23 21:49:57,AI,Intermediate,Machine Learning Algorithms
U0049,I0098,assignment,viewed,,1080,mobile,easy,Python,2025-12-12 23:57:14,Math,Basic,Algebra Fundamentals
U0057,I0051,course,completed,3.0,1434,mobile,hard,Python,2025-06-11 04:53:03,Robotics,Intermediate,Control Systems
U0071,I0122,assignment,skipped,,0,mobile,easy,AI,2025-02-16 00:50:21,Robotics,Intermediate,Kinematics and Dynamics
U0144,I0026,reading,viewed,,972,web,hard,Robotics,2025-08-01 12:35:38,Statistics,Intermediate,Probability Distributions
U0006,I0147,assignment,attempted,1.0,751,mobile,hard,Statistics,2025-02-10 17:20:55,Python,Basic,Variables and Data Types
U0175,I0091,video,completed,4.0,497,mobile,hard,Robotics,2025-07-27 23:15:35,Statistics,Intermediate,Probability Distributions
U0089,I0039,course,viewed,,434,web,hard,Robotics,2025-01-23 18:19:28,Statistics,Intermediate,Hypothesis Testing
U0065,I0128,quiz,skipped,,0,mobile,easy,AI,2025-01-14 12:25:17,Electronics,Intermediate,Microcontrollers and Programming
U0133,I0088,quiz,attempted,1.0,460,web,medium,Math,2025-06-23 22:39:34,Robotics,Intermediate,Control Systems
U0068,I0040,quiz,attempted,5.0,526,mobile,hard,AI,2025-09-12 15:15:10,Robotics,Intermediate,Control Systems
U0142,I0030,video,completed,2.0,1426,mobile,hard,Math,2025-01-29 18:49:38,Statistics,Intermediate,Hypothesis Testing
U0152,I0080,course,completed,5.0,1273,mobile,hard,Robotics,2025-07-17 01:09:20,Python,Basic,Control Flow and Loops
U0095,I0149,video,viewed,,1205,web,easy,AI,2025-11-07 12:49:47,Electronics,Basic,Basic Circuit Components
U0017,I0013,video,viewed,,174,web,hard,Math,2025-09-21 10:52:20,Statistics,Intermediate,Probability Distributions
U0106,I0131,course,completed,5.0,1075,web,easy,Electronics,2025-06-17 12:55:00,Python,Basic,Control Flow and Loops
U0068,I0092,reading,viewed,,1320,mobile,medium,Robotics,2025-07-06 18:40:35,Python,Basic,Introduction to Python
U0129,I0030,video,started,,1665,mobile,hard,Python,2025-01-25 09:00:19,AI,Intermediate,Neural Networks Basics
U0044,I0132,quiz,started,,1017,web,hard,AI,2025-03-07 16:02:07,Math,Basic,Number Systems and Arithmetic
U0036,I0058,quiz,skipped,,0,web,easy,Math,2025-07-12 09:53:21,AI,Intermediate,Neural Networks Basics
U0158,I0085,course,viewed,,1558,web,hard,Data Science,2025-04-23 02:27:03,Robotics,Intermediate,Kinematics and Dynamics
U0106,I0117,assignment,started,,758,web,hard,Python,2025-01-21 09:33:13,Robotics,Intermediate,Control Systems
U0161,I0144,reading,skipped,,0,mobile,medium,Robotics,2025-08-08 09:00:17,Robotics,Intermediate,Control Systems
U0146,I0112,reading,started,,1388,mobile,hard,Python,2025-03-03 11:06:03,Python,Basic,Variables and Data Types
U0030,I0001,reading,started,,1446,web,hard,AI,2025-04-21 19:18:26,Statistics,Intermediate,Hypothesis Testing
U0037,I0038,video,attempted,5.0,829,mobile,medium,Data Science,2025-10-31 22:47:58,Python,Basic,Introduction to Python
U0194,I0133,assignment,started,,1594,web,medium,Data Science,2025-03-01 01:21:35,AI,Intermediate,Machine Learning Algorithms
U0041,I0121,quiz,completed,1.0,1133,web,medium,AI,2025-04-08 19:32:40,AI,Intermediate,Machine Learning Algorithms
U0121,I0028,course,completed,2.0,857,web,easy,Python,2025-02-28 00:12:58,Math,Intermediate,Linear Algebra
U0195,I0014,quiz,attempted,4.0,1905,web,medium,AI,2025-05-10 10:26:37,Statistics,Basic,Descriptive Statistics
U0200,I0013,assignment,completed,1.0,1956,mobile,easy,Statistics,2025-05-03 20:58:33,Electronics,Basic,Basic Circuit Components
U0155,I0038,video,started,,1622,web,hard,Statistics,2025-12-12 10:59:47,AI,Intermediate,Neural Networks Basics
U0075,I0113,quiz,viewed,,1001,mobile,easy,AI,2025-02-20 02:24:21,Python,Basic,Control Flow and Loops
